gene_id	gene_type	position	description	gene_symbol
mmu:207806	CDS	16:43993566..44047828	Usf3, 5530400K22Rik, Gm1779, Gm608, mKIAA2018; upstream transcription factor family member 3	Usf3
mmu:320007	CDS	16:complement(44060540..44153575)	Sidt1, B830021E24Rik; SID1 transmembrane family, member 1	Sidt1
mmu:212514	CDS	16:44167761..44208857	Spice1, Ccdc52, D16Ertd480e; spindle and centriole associated protein 1	Spice1
mmu:212517	CDS	16:44215103..44303057	Cfap44, 6330444M21Rik, D16Ertd642e, Gm1750, Wdr52; cilia and flagella associated protein 44	Cfap44
mmu:117606	CDS	16:complement(44305408..44379233)	Boc, 4732455C11, mFLJ00376; BOC cell adhesion associated, oncogene regulated	Boc
mmu:100526478	miRNA	16:complement(44378409..44378492)	Mir3081, mir-3081, mmu-mir-3081; microRNA 3081	Mir3081
mmu:212547	CDS	16:44544645..44559994	Nepro; nucleolus and neural progenitor protein	Nepro
mmu:66067	CDS	16:complement(44559242..44566726)	Gtpbp8, 0610037H22Rik; GTP-binding protein 8 (putative)	Gtpbp8
mmu:57781	CDS	16:44586141..44615341	Cd200r1, CD200R, Mox2r, OX2R; CD200 receptor 1	Cd200r1
mmu:239849	CDS	16:44632036..44659497	Cd200r4, F630107N04Rik, MCD200RLa; CD200 receptor 4	Cd200r4
mmu:271375	CDS	16:44687460..44736203	Cd200r2, Cd200r1l; Cd200 receptor 2	Cd200r2
mmu:74603	CDS	16:44763959..44878728	Cd200r3, 4733401I18Rik, 4833409J19Rik, mCD200RLb; CD200 receptor 3	Cd200r3
mmu:67896	CDS	16:44913770..44948287	Ccdc80, 2610001E17Rik, DRO1, Ssg1, Urb; coiled-coil domain containing 80	Ccdc80
mmu:74102	CDS	16:complement(44959936..44979036)	Slc35a5, 1010001J06Rik, D16Ertd450e, D730043G07Rik; solute carrier family 35, member A5	Slc35a5
mmu:67841	CDS	16:44979192..45008901	Atg3, 2610016C12Rik, APG3, Apg3l, Atg3l, PC3-96; autophagy related 3	Atg3
mmu:118568281	CDS	16:45024524..45036931	40S ribosomal protein S24-like	
mmu:208154	CDS	16:45043121..45073258	Btla, A630002H24; B and T lymphocyte associated	Btla
mmu:17470	CDS	16:complement(45202474..45229419)	Cd200, Mox2, OX2; CD200 molecule	Cd200
mmu:208166	CDS	16:complement(45232130..45313367)	Cd200l1, Gm1749, Gm609, iSEC2, isec1; CD200 molecule like 1	Cd200l1
mmu:100047671	CDS	16:complement(45329007..45352413)	Cd200l2, Gm17783, iSEC1, isec2; CD200 molecule like 2	Cd200l2
mmu:208169	CDS	16:45355629..45427364	Slc9c1, Gm610, NHE-10, Slc9a10, sNHE, spermNHE; solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1	Slc9c1
mmu:14525	CDS	16:45430803..45443230	Gcsam, Gcet, Gcet2, M17, M17-L; germinal center associated, signaling and motility	Gcsam
mmu:212998	CDS	16:complement(45447211..45476215)	cDNA sequence, BC016579	
mmu:208171	CDS	16:complement(45476672..45521822)	Tmprss7, B230219I23Rik, Gm1748; transmembrane serine protease 7	Tmprss7
mmu:56370	CDS	16:complement(45531591..45545271)	Tagln3, 2700038H05Rik, 2900005O10Rik, Np25; transgelin 3	Tagln3
mmu:213012	CDS	16:complement(45550088..45563355)	Abhd10; abhydrolase domain containing 10	Abhd10
mmu:208177	CDS	16:complement(45566593..45773961)	Phldb2, C820004H04Rik, LL5b, LL5beta; pleckstrin homology like domain, family B, member 2	Phldb2
mmu:433022	CDS	16:complement(45779624..45830776)	Plcxd2, EG433022, PLCXD-2; phosphatidylinositol-specific phospholipase C, X domain containing 2	Plcxd2
mmu:115488738	ncRNA	16:complement(45838430..45838536)	Gm24754; predicted gene, 24754	Gm24754
mmu:84544	CDS	16:complement(45856015..45940611)	Cd96, 1700109I12Rik, Tactile; CD96 antigen	Cd96
mmu:11615	CDS	16:complement(45973348..45975440)	Ahcyl, AL024110, EG11615, Gm4737; adenosylhomocysteinase like	Ahcyl
mmu:115486021	ncRNA	16:46040199..46040330	Gm26297; predicted gene, 26297	Gm26297
mmu:58998	CDS	16:complement(46208028..46318898)	Nectin3, 2610301B19Rik, 3000002N23Rik, 4921513D19Rik, CD113, Pvrl3; nectin cell adhesion molecule 3	Nectin3
mmu:115488751	ncRNA	16:complement(47326682..47326784)	Gm24651; predicted gene, 24651	Gm24651
mmu:115488661	CDS	16:47878002..47878607	Gm52257; predicted gene, 52257	Gm52257
mmu:73693	CDS	16:48104098..48114655	Dppa4, 2410091M23Rik, ECAT15-1; developmental pluripotency associated 4	Dppa4
mmu:73703	CDS	16:48130637..48139876	Dppa2, 2410088E07Rik, D19Mgi18, ECAT15-2; developmental pluripotency associated 2	Dppa2
mmu:17450	CDS	16:48251600..48451268	Morc1, Morc; microrchidia 1	Morc1
mmu:77647	CDS	16:complement(48551137..48630883)	Trat1, C030046M14Rik, Tcrim, Trim; T cell receptor associated transmembrane adaptor 1	Trat1
mmu:57263	CDS	16:48637219..48639255	Retnlb, 9030012B21Rik, Fizz2, RELMbeta, Relmb, Xcp3; resistin like beta	Retnlb
mmu:57262	CDS	16:48662972..48664824	Retnla, 1810019L16Rik, Fizz-1, Fizz1, HIMF, RELM-alpha, RELMa, RELMalpha, Xcp2; resistin like alpha	Retnla
mmu:245195	CDS	16:48692971..48694861	Retnlg, Fizz3, Relmg, Xcp1; resistin like gamma	Retnlg
mmu:224170	CDS	16:complement(48744591..48814505)	Dzip3, 2310047C04Rik, 2A-HUB, 6430549P11Rik, A230104G20; DAZ interacting protein 3, zinc finger	Dzip3
mmu:115488743	ncRNA	16:complement(48763362..48763465)	Gm22576; predicted gene, 22576	Gm22576
mmu:224171	CDS	16:48814524..48840079	Cip2a, C330027C09Rik, Kiaa1524; cell proliferation regulating inhibitor of protein phosphatase 2A	Cip2a
mmu:667772	CDS	16:48877763..49019926	Myh15, EG667772; myosin, heavy chain 15	Myh15
mmu:216818	CDS	16:complement(49232613..49233050)	Gm4802, EG216818; predicted gene 4802	Gm4802
mmu:73916	CDS	16:49519657..49585489	Ift57, 4833420A15Rik, Esrrbl1, Hippi, MHS4R2; intraflagellar transport 57	Ift57
mmu:16423	CDS	16:49671691..49732799	Cd47, 9130415E20Rik, B430305P08Rik, IAP, Itgp; CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	Cd47
mmu:70508	CDS	16:complement(50012207..50252829)	Bbx, 5530401J07Rik, 5730403O13Rik; bobby sox HMG box containing	Bbx
mmu:69339	CDS	16:complement(50410222..50411517)	Ccdc54, 1700007N18Rik, NYD-SP17; coiled-coil domain containing 54	Ccdc54
mmu:102466634	miRNA	16:50547495..50547608	Mir6363, Gm28026, mmu-mir-6363; microRNA 6363	Mir6363
mmu:115488736	ncRNA	16:complement(50740905..50741011)	Gm24925; predicted gene, 24925	Gm24925
mmu:115488687	ncRNA	16:51564390..51564452	Gm57632; predicted gene, 57632	Gm57632
mmu:208650	CDS	16:51851593..52028410	Cblb, Cbl-b; Casitas B-lineage lymphoma b	Cblb
mmu:115488716	ncRNA	16:complement(51925378..51925510)	Gm23513; predicted gene, 23513	Gm23513
mmu:11658	CDS	16:complement(52069359..52273444)	Alcam, BEN, CD166, DM-GRASP, MuSC, SC1; activated leukocyte cell adhesion molecule	Alcam
mmu:115486019	ncRNA	16:complement(52767167..52767292)	Gm25723; predicted gene, 25723	Gm25723
mmu:115488685	ncRNA	16:54174825..54174956	Gm25853; predicted gene, 25853	Gm25853
mmu:115488731	ncRNA	16:54792794..54792900	Gm22977; predicted gene, 22977	Gm22977
mmu:239852	CDS	16:complement(55045538..55142403)	Zpld1, 9430016A21Rik; zona pellucida like domain containing 1	Zpld1
mmu:100628589	miRNA	16:55315094..55315160	Mir5118, mmu-mir-5118, mu-mir-5118; microRNA 5118	Mir5118
mmu:115488739	ncRNA	16:complement(55415145..55415251)	Gm23003; predicted gene, 23003	Gm23003
mmu:80859	CDS	16:complement(55631740..55659018)	Nfkbiz, INAP, Mail; nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	Nfkbiz
mmu:385658	CDS	16:complement(55660316..55717467)	Nxpe3, Fam55c, Gm1752, Gm611; neurexophilin and PC-esterase domain family, member 3	Nxpe3
mmu:74201	CDS	16:complement(55720250..55755237)	Cep97, 2810403B08Rik, 4932439K18Rik, E130116N02Rik, Lrriq2; centrosomal protein 97	Cep97
mmu:629242	CDS	16:55781678..55785468	Gm6958; predicted gene 6958	Gm6958
mmu:68193	CDS	16:55786638..55791800	Rpl24, 0610008L05Rik, Bst, Zbtb11; ribosomal protein L24	Rpl24
mmu:271377	CDS	16:55791820..55829276	Zbtb11, 9230110G02Rik, ZNF-U69274; zinc finger and BTB domain containing 11	Zbtb11
mmu:76302	CDS	16:complement(55835870..55851590)	Pcnp, 1110018D06Rik; PEST proteolytic signal containing nuclear protein	Pcnp
mmu:52575	CDS	16:complement(55854083..55858149)	Trmt10c, 1300018J16Rik, D16Ertd454e, Rg9mtd1, Rnmtd1; tRNA methyltransferase 10C, mitochondrial RNase P subunit	Trmt10c
mmu:115486004	ncRNA	16:complement(55856116..55856250)	Gm22422; predicted gene, 22422	Gm22422
mmu:118568243	CDS	16:55868908..55873423	Gm57818; predicted gene, 57818	Gm57818
mmu:66315	CDS	16:55869306..56010394	Senp7, 2410152H17Rik, 2810413I22Rik, 2900036C23Rik, 6030449K19Rik; SUMO1/sentrin specific peptidase 7	Senp7
mmu:224224	CDS	16:56019447..56094119	Impg2, IPM200, PG10.2, Rsbp, Spacrcan; interphotoreceptor matrix proteoglycan 2	Impg2
mmu:320712	CDS	16:56298179..56510498	Abi3bp, 5033411B22Rik, D930038M13Rik, TARSH, eratin; ABI family member 3 binding protein	Abi3bp
mmu:21787	CDS	16:complement(56510692..56541801)	Tfg; Trk-fused gene	Tfg
mmu:239853	CDS	16:complement(56544972..56616369)	Adgrg7, 9130020O16Rik, Gpr128; adhesion G protein-coupled receptor G7	Adgrg7
mmu:56277	CDS	16:complement(56625524..56706648)	Tmem45a, C630002M10Rik, p19.5; transmembrane protein 45a	Tmem45a
mmu:100503609	CDS	16:complement(56734454..56748600)	Lnp1, Gm19797; leukemia NUP98 fusion partner 1	Lnp1
mmu:69457	CDS	16:complement(56857330..56892486)	Tmem45a2, 2310005G13Rik; transmembrane protein 45A2	Tmem45a2
mmu:28185	CDS	16:56942077..56974893	Tomm70a, 2610044B22Rik, D16Ium22, D16Ium22e, D16Wsu109e, Tom70, Tomm70, mKIAA0719; translocase of outer mitochondrial membrane 70A	Tomm70a
mmu:52633	CDS	16:complement(56977028..56987695)	Nit2, 1190017B19Rik, D16Ertd502e; nitrilase family, member 2	Nit2
mmu:67581	CDS	16:complement(56989225..57051891)	Tbc1d23, 4930451A13Rik, D030022P07Rik; TBC1 domain family, member 23	Tbc1d23
mmu:71027	CDS	16:complement(57086502..57122185)	Tmem30c, 4933401B01Rik, 4933409A18Rik, Cdc50c; transmembrane protein 30C	Tmem30c
mmu:66497	CDS	16:complement(57122362..57427230)	Cmss1, 1110001A06Rik, 2610528E23Rik, 4930572F24Rik; cms small ribosomal subunit 1	Cmss1
mmu:78749	CDS	16:57173376..57393167	Filip1l, 4631422O05Rik, Doc1; filamin A interacting protein 1-like	Filip1l
mmu:114482837	miRNA	16:57431149..57431208	Mir1970b, Gm51269, mmu-mir-1970b; microRNA 1970b	Mir1970b
mmu:12837	CDS	16:complement(57444619..57575100)	Col8a1, Col8a-1; collagen, type VIII, alpha 1	Col8a1
mmu:115486010	ncRNA	16:complement(57704371..57704502)	Gm24039; predicted gene, 24039	Gm24039
mmu:115488704	ncRNA	16:57745913..57746056	Gm57639; predicted gene, 57639	Gm57639
mmu:73379	CDS	16:58228789..58304013	Dcbld2, 1700055P21Rik, CLCP1, Esdn; discoidin, CUB and LCCL domain containing 2	Dcbld2
mmu:54613	CDS	16:complement(58290105..58344614)	St3gal6, 1700023B24Rik, Siat10, St3galVI; ST3 beta-galactoside alpha-2,3-sialyltransferase 6	St3gal6
mmu:328695	CDS	16:complement(58434049..58437341)	Ftdc1, Gm1781, Gm813; ferritin domain containing 1	Ftdc1
mmu:224247	CDS	16:complement(58455625..58458766)	Ftdc2, E330017A01Rik, Ftdc; ferritin domain containing 2	Ftdc2
mmu:12892	CDS	16:58490571..58500754	Cpox, CPX, Cpo, HCP, M100835, Rgsc835, cac, nct; coproporphyrinogen oxidase	Cpox
mmu:71223	CDS	16:complement(58537006..58539235)	Gpr15, 4933439K08Rik; G protein-coupled receptor 15	Gpr15
mmu:224250	CDS	16:58548269..58554610	Cldnd1, 1110019C08Rik, Cldn25, claudin-25; claudin domain containing 1	Cldnd1
mmu:259003	CDS	16:complement(58580515..58581603)	Or5k1b, MOR184-2, Olfr172; olfactory receptor family 5 subfamily K member 1B	Or5k1b
mmu:259002	CDS	16:complement(58617142..58618305)	Or5k1, MOR184-3, Olfr173; olfactory receptor family 5 subfamily K member 1	Or5k1
mmu:259004	CDS	16:complement(58644144..58647124)	Or5k8, MOR184-1, MOR184-10P, Olfr174, Olfr175, Olfr175-ps1; olfactory receptor family 5 subfamily K member 8	Or5k8
mmu:258998	CDS	16:complement(58689766..58693511)	Or5k14, GA_x54KRFPKG5P-55043245-55042289, MOR184-7, MOR184-8, Olfr176, Olfr177; olfactory receptor family 5 subfamily K member 14	Or5k14
mmu:258999	CDS	16:complement(58709622..58710581)	Or5k15, MOR184-6, Olfr178; olfactory receptor family 5 subfamily J member 15	Or5k15
mmu:258178	CDS	16:complement(58736049..58738849)	Or5k16, MOR184-11P, MOR184-9, Olfr1563-ps1, Olfr180; olfactory receptor family 5 subfamily K member 16	Or5k16
mmu:259001	CDS	16:complement(58745920..58749007)	Or5k17, MOR184-4, Olfr181; olfactory receptor family 5 subfamily K member 17	Or5k17
mmu:258478	CDS	16:58749781..58820979	Or5h17, MOR183-2, Olfr183; olfactory receptor family 5 subfamily H member 17	Or5h17
mmu:258318	CDS	16:complement(58847286..58848290)	Or5h18, MOR183-9, Olfr186; olfactory receptor family 5 subfamily H member 18	Or5h18
mmu:258319	CDS	16:complement(58856143..58860112)	Or5h19, MOR183-8, Olfr187; olfactory receptor family 5 subfamily H member 19	Or5h19
mmu:258392	CDS	16:complement(58894518..58895441)	Or5h22, MOR183-4, Olfr190; olfactory receptor family 5 subfamily H member 22	Or5h22
mmu:258035	CDS	16:complement(58905915..58906844)	Or5h23, MOR183-5P, Olfr191; olfactory receptor family 5 subfamily H member 23	Or5h23
mmu:404309	CDS	16:complement(58918429..58922216)	Or5h24-ps1, Olfr192; olfactory receptor family 5 subfamily H member 24, pseudogene 1	Or5h24-ps1
mmu:257972	CDS	16:complement(58929988..58930996)	Or5h25, MOR113-7P, MOR183-7P, Olfr1540-ps1, Olfr193; olfactory receptor family 5 subfamily H member 25	Or5h25
mmu:433031	CDS	16:complement(58939511..58940431)	Or5ac15, MOR182-13, MOR182-7P, Olfr194; olfactory receptor family 5 subfamily AC member 15	Or5ac15
mmu:259000	CDS	16:58969215..58970141	Or5k3, MOR184-5, Olfr195; olfactory receptor family 5 subfamily K member 3	Or5k3
mmu:258775	CDS	16:complement(58987575..58992475)	Or5h26, MOR183-1, Olfr196; olfactory receptor family 5 subfamily H member 26	Or5h26
mmu:258477	CDS	16:complement(59005919..59006844)	Olfr197, MOR183-3, Or5h27; olfactory receptor 197	Olfr197
mmu:258036	CDS	16:complement(59021867..59022787)	Or5ac16, MOR182-8, Olfr198; olfactory receptor family 5 subfamily AC member 16	Or5ac16
mmu:404310	CDS	16:complement(59036048..59036974)	Or5ac17, GA_x5J8B7W8B52-93129-93296, MOR182-14, Olfr199; olfactory receptor family 5 subfamily AC member 17	Or5ac17
mmu:258996	CDS	16:complement(59089102..59090028)	Or5ac19, MOR182-2, Olfr201; olfactory receptor family 5 subfamily AC member 19	Or5ac19
mmu:258997	CDS	16:complement(59103935..59104858)	Or5ac20, MOR182-1, Olfr202; olfactory receptor family 5 subfamily AC member 20	Or5ac20
mmu:258479	CDS	16:59123518..59124438	Or5ac21, MOR182-5, Olfr203; olfactory receptor family 5 subfamily AC member 21	Or5ac21
mmu:258994	CDS	16:complement(59134851..59135768)	Or5ac22, MOR182-3, Olfr204; olfactory receptor family 5 subfamily AC member 22	Or5ac22
mmu:257881	CDS	16:complement(59148953..59149870)	Or5ac23, GA_x54KRFPKG5P-55543875-55542958, GA_x5J8B7U0478-6-340, MOR182-11P, Olfr205; olfactory receptor family 5 subfamily AC member 23	Or5ac23
mmu:258993	CDS	16:complement(59165085..59166089)	Or5ac24, MOR182-4, Olfr206; olfactory receptor family 5 subfamily AC member 24	Or5ac24
mmu:404311	CDS	16:complement(59181587..59182603)	Or5ac25, MOR182-6, MOR182-9, Olfr207, Olfr208, Olfr209; olfactory receptor family 5 subfamily AC member 25	Or5ac25
mmu:328699	CDS	16:59227745..59282102	Gabrr3; gamma-aminobutyric acid type A receptor subunit rho 3	Gabrr3
mmu:67014	CDS	16:59292116..59312895	Riox2, 1810047J07Rik, 2410057H13Rik, 3830408E23Rik, Mina; ribosomal oxygenase 2	Riox2
mmu:224273	CDS	16:complement(59312451..59421410)	Crybg3, 5031404N19, Gm9581; beta-gamma crystallin domain containing 3	Crybg3
mmu:56297	CDS	16:complement(59433312..59459772)	Arl6, 1110018H24Rik, 2210411E14Rik, BBS3; ADP-ribosylation factor-like 6	Arl6
mmu:13840	CDS	16:complement(59473424..60431196)	Epha6, EHK-2, Ehk2, Hek12, m-ehk2; Eph receptor A6	Epha6
mmu:115488714	ncRNA	16:60890381..60890457	Gm23852; predicted gene, 23852	Gm23852
mmu:115488741	ncRNA	16:62391399..62391502	Gm24164; predicted gene, 24164	Gm24164
mmu:106338	CDS	16:complement(62552807..62607238)	Nsun3, 6720484A09Rik; NOL1/NOP2/Sun domain family member 3	Nsun3
mmu:68146	CDS	16:complement(62613671..62667418)	Arl13b, A530097K21Rik, A930014M17Rik, Arl2l1, C530009C10Rik, hnn; ADP-ribosylation factor-like 13B	Arl13b
mmu:68159	CDS	16:62635039..62643085	Stx19, A030009B12Rik; syntaxin 19	Stx19
mmu:19128	CDS	16:62674670..62749709	Pros1; protein S (alpha)	Pros1
mmu:13837	CDS	16:complement(63363895..63684538)	Epha3, Cek4, EK4, ETK1, End3, Hek, Hek4, Mek4, Tyro4; Eph receptor A3	Epha3
mmu:115488681	ncRNA	16:complement(63567792..63567897)	Gm22769; predicted gene, 22769	Gm22769
mmu:224291	CDS	16:complement(64298173..64422694)	Csnk2a2ip, Ckt2, Csnka2ip; casein kinase 2, alpha prime interacting protein	Csnk2a2ip
mmu:67609	CDS	16:complement(64583267..64592735)	4930453N24Rik, din; RIKEN cDNA 4930453N24 gene	4930453N24Rik
mmu:72020	CDS	16:complement(64600710..64672300)	Zfp654, 1600021C16Rik, 1810008K20Rik, 433036, Gm5488, Znf654; zinc finger protein 654	Zfp654
mmu:106143	CDS	16:64672364..64679854	Cggbp1; CGG triplet repeat binding protein 1	Cggbp1
mmu:15557	CDS	16:complement(64745092..64926147)	Htr1f, Htr1eb; 5-hydroxytryptamine (serotonin) receptor 1F	Htr1f
mmu:115486025	ncRNA	16:complement(64990404..64990533)	Gm22429; predicted gene, 22429	Gm22429
mmu:18736	CDS	16:65317398..65331904	Pou1f1, GHF-1, Hmp1, Pit-1, Pit1, Pit1-rs1, dw, dwarf; POU domain, class 1, transcription factor 1	Pou1f1
mmu:68942	CDS	16:complement(65336014..65359648)	Chmp2b, 1190006E07Rik; charged multivesicular body protein 2B	Chmp2b
mmu:115488701	ncRNA	16:complement(65462140..65462283)	Gm57637; predicted gene, 57637	Gm57637
mmu:73569	CDS	16:65612075..65663254	Vgll3, 1700110N18Rik, 4832416J22, Vgl-3, Vito-2; vestigial like family member 3	Vgll3
mmu:115488730	ncRNA	16:66051672..66051778	Gm22448; predicted gene, 22448	Gm22448
mmu:239857	CDS	16:complement(66452302..67417825)	Cadm2, 2900078E11Rik, 9330131D06, A830029E02Rik, Igdf4d, Igsf4d, NECL3, SynCAM_2, SynCAM2; cell adhesion molecule 2	Cadm2
mmu:115488688	ncRNA	16:66718439..66718499	Gm57633; predicted gene, 57633	Gm57633
mmu:224318	CDS	16:complement(69653762..69660617)	Speer2, SPEER-2; spermatogenesis associated glutamate (E)-rich protein 2	Speer2
mmu:74185	CDS	16:70110837..70366608	Gbe1, 2310045H19Rik, 2810426P10Rik, D16Ertd536e; 1,4-alpha-glucan branching enzyme 1	Gbe1
mmu:115488726	ncRNA	16:complement(70971710..70971816)	Gm24968; predicted gene, 24968	Gm24968
mmu:115488684	ncRNA	16:71460676..71460806	Gm22797; predicted gene, 22797	Gm22797
mmu:19876	CDS	16:71824406..72844379	Robo1, DUTT1, Gm310; roundabout guidance receptor 1	Robo1
mmu:115488707	ncRNA	16:complement(73219681..73219847)	Gm25699; predicted gene, 25699	Gm25699
mmu:268902	CDS	16:complement(73688725..75244331)	Robo2, 2600013A04Rik, 9430089E08Rik, D230004I22Rik, mKIAA1568; roundabout guidance receptor 2	Robo2
mmu:115486006	ncRNA	16:complement(73855787..73855921)	Gm22163; predicted gene, 22163	Gm22163
mmu:751561	miRNA	16:complement(74138878..74138955)	Mir691, Mirn691, mir-691, mmu-mir-691; microRNA 691	Mir691
mmu:115486027	ncRNA	16:74404645..74404770	Gm26307; predicted gene, 26307	Gm26307
mmu:115488698	ncRNA	16:complement(74499606..74499748)	Gm57634; predicted gene, 57634	Gm57634
mmu:320355	CDS	16:complement(75337431..75382960)	Lipi, D930038D03Rik, lpd1; lipase, member I	Lipi
mmu:224344	CDS	16:75389796..75399706	Rbm11, A330018F01; RNA binding motif protein 11	Rbm11
mmu:110920	CDS	16:complement(75552078..75564575)	Hspa13, 1600002I10Rik, B230217N24Rik, Stch; heat shock protein 70 family, member 13	Hspa13
mmu:67742	CDS	16:complement(75655682..75706154)	Samsn1, 4930571B16Rik, 930571B16Rik, Hacs1, SLy2; SAM domain, SH3 domain and nuclear localization signals, 1	Samsn1
mmu:115486017	ncRNA	16:complement(75929429..75929559)	Gm22268; predicted gene, 22268	Gm22268
mmu:118568241	CDS	16:complement(75932005..75939908)	Gm53928; predicted gene, 53928	Gm53928
mmu:268903	CDS	16:complement(76084291..76170930)	Nrip1, 6030458L20Rik, 8430438I05Rik, 9630050P12, RIP140; nuclear receptor interacting protein 1	Nrip1
mmu:30940	CDS	16:76810573..76913671	Usp25; ubiquitin specific peptidase 25	Usp25
mmu:387229	miRNA	16:77395824..77395888	Mir99a, Mirn99a, mir-99a, mmu-mir-99a; microRNA 99a	Mir99a
mmu:387246	miRNA	16:77396545..77396638	Mirlet7c-1, Mirnlet7c, Mirnlet7c-1, let-7c-1; microRNA let7c-1	Mirlet7c-1
mmu:723952	miRNA	16:77443161..77443231	Mir125b-2, Mirn125b-2, mir-125b-2; microRNA 125b-2	Mir125b-2
mmu:115486016	ncRNA	16:78037146..78037276	Gm25916; predicted gene, 25916	Gm25916
mmu:13052	CDS	16:78098114..78156673	Cxadr, 2610206D03Rik, CAR, MCAR, MCVADR; coxsackie virus and adenovirus receptor	Cxadr
mmu:12228	CDS	16:complement(78156748..78174069)	Btg3, ANA, tob5; BTG anti-proliferation factor 3	Btg3
mmu:115486003	ncRNA	16:complement(78220618..78220747)	Gm25038; predicted gene, 25038	Gm25038
mmu:67102	CDS	16:complement(78337224..78373576)	D16Ertd472e, 1700010I10Rik, 2310009O17Rik, E330003K22Rik, Eurl; DNA segment, Chr 16, ERATO Doi 472, expressed	D16Ertd472e
mmu:115488727	ncRNA	16:78421635..78421741	Gm24861; predicted gene, 24861	Gm24861
mmu:246048	CDS	16:78727729..78748624	Chodl, 3110074E07Rik, MT75, PRED12; chondrolectin	Chodl
mmu:19146	CDS	16:complement(78749896..78887988)	Tmprss15, Entk, Prss7; transmembrane protease, serine 15	Tmprss15
mmu:17968	CDS	16:80997501..81425549	Ncam2, Ncam-2, Ocam, RNCAM; neural cell adhesion molecule 2	Ncam2
mmu:115488729	ncRNA	16:82340117..82340223	Gm23355; predicted gene, 23355	Gm23355
mmu:115488733	ncRNA	16:84091423..84091529	Gm24508; predicted gene, 24508	Gm24508
mmu:387173	miRNA	16:84511028..84511092	Mir155, Mirn155, mir-155, mmu-mir-155; microRNA 155	Mir155
mmu:27393	CDS	16:complement(84515068..84532261)	Mrpl39, C21orf8, MRP-L5, ORF22, Rpml5; mitochondrial ribosomal protein L39	Mrpl39
mmu:67374	CDS	16:84571011..84623268	Jam2, 1110002N23Rik, 2410030G21Rik, 2410167M24Rik, JAM-2, JAM-B, Jcam2, VE-JAM; junction adhesion molecule 2	Jam2
mmu:11957	CDS	16:complement(84624754..84632495)	Atp5pf, Atp5j, CF6; ATP synthase peripheral stalk subunit F6	Atp5pf
mmu:14390	CDS	16:84631795..84660671	Gabpa, GABPalpha; GA repeat binding protein, alpha	Gabpa
mmu:11820	CDS	16:complement(84751236..84972187)	App, Abeta, Abpp, Adap, Ag, Cvap, E030013M08Rik, betaApp; amyloid beta precursor protein	App
mmu:224405	CDS	16:complement(85247245..85347793)	Cyyr1; cysteine and tyrosine-rich protein 1	Cyyr1
mmu:11504	CDS	16:complement(85590715..85600001)	Adamts1, ADAM-TS1, ADAMTS, ADAMTS-1, C3-C5, METH-1, METH1; ADAM metallopeptidase with thrombospondin type 1 motif 1	Adamts1
mmu:23794	CDS	16:complement(85655045..85698013)	Adamts5, 9530092O11Rik, ADAM-TS5, ADAMTS1, ADAMTS11, ADMP-2, ASMP-2; ADAM metallopeptidase with thrombospondin type 1 motif 5	Adamts5
mmu:67768	CDS	16:87151073..87165537	N6amt1, 5830445C04Rik, Hemk2, Pred28; N-6 adenine-specific DNA methyltransferase 1 (putative)	N6amt1
mmu:78913	CDS	16:complement(87173539..87229504)	Ltn1, 4930528H02Rik, Listerin, Rnf160, Zfp294; listerin E3 ubiquitin protein ligase 1	Ltn1
mmu:115488692	ncRNA	16:complement(87215797..87215932)	Gm25896; predicted gene, 25896	Gm25896
mmu:53858	CDS	16:complement(87230219..87237480)	Rwdd2b, ORF5; RWD domain containing 2B	Rwdd2b
mmu:74112	CDS	16:87251833..87280403	Usp16, 1200004E02Rik, 2810483I07Rik, 6330514E22Rik, UBPM; ubiquitin specific peptidase 16	Usp16
mmu:12469	CDS	16:complement(87280213..87292757)	Cct8, Cctq, Tcpq; chaperonin containing TCP1 subunit 8	Cct8
mmu:115486008	ncRNA	16:complement(87324918..87325053)	Gm24891; predicted gene, 24891	Gm24891
mmu:224419	CDS	16:87350208..87392224	Map3k7cl, C21orf7, ORF63, Tak1l; Map3k7 C-terminal like	Map3k7cl
mmu:115488737	ncRNA	16:complement(87417902..87418008)	Gm22808; predicted gene, 22808	Gm22808
mmu:12013	CDS	16:87495842..87530234	Bach1, 6230421P05Rik; BTB and CNC homology 1, basic leucine zipper transcription factor 1	Bach1
mmu:14805	CDS	16:complement(87692789..88087751)	Grik1, A830007B11Rik, D16Ium24, D16Ium24e, GluK1, GluK5, Glur-5, Glur5, Glurbeta1; glutamate receptor, ionotropic, kainate 1	Grik1
mmu:108168279	CDS	16:88256833..88257097	Gm46546; predicted gene, 46546	Gm46546
mmu:239931	CDS	16:complement(88302695..88303866)	Cldn17; claudin 17	Cldn17
mmu:54420	CDS	16:complement(88357714..88360071)	Cldn8; claudin 8	Cldn8
mmu:239932	CDS	16:complement(88407597..88409167)	Krtap24-1, Gm312; keratin associated protein 24-1	Krtap24-1
mmu:69699	CDS	16:complement(88423676..88424554)	2310079G19Rik; RIKEN cDNA 2310079G19 gene	2310079G19Rik
mmu:69533	CDS	16:complement(88443712..88444684)	Krtap26-1, 2310002B14Rik; keratin associated protein 26-1	Krtap26-1
